Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,3.7019999027252197,3.8580000400543213,3.638000011444092,3.815000057220459,3.815000057220459,99069
2022-01-04,3.816999912261963,3.944000005722046,3.7090001106262207,3.7170000076293945,3.7170000076293945,133394
2022-01-05,3.746999979019165,3.8970000743865967,3.7170000076293945,3.881999969482422,3.881999969482422,96811
2022-01-06,3.8420000076293945,3.930999994277954,3.8010001182556152,3.812000036239624,3.812000036239624,116579
2022-01-07,3.859999895095825,3.9800000190734863,3.799999952316284,3.9159998893737793,3.9159998893737793,127012
2022-01-10,4.144000053405762,4.2129998207092285,3.9769999980926514,4.078999996185303,4.078999996185303,177628
2022-01-11,4.11899995803833,4.261000156402588,4.006999969482422,4.249000072479248,4.249000072479248,121623
2022-01-12,4.224999904632568,4.879000186920166,4.185999870300293,4.85699987411499,4.85699987411499,217499
2022-01-13,4.790999889373779,4.843999862670898,4.244999885559082,4.269999980926514,4.269999980926514,221612
2022-01-14,4.263000011444092,4.304999828338623,4.0970001220703125,4.26200008392334,4.26200008392334,108856
2022-01-18,4.355999946594238,4.389999866485596,4.216000080108643,4.2829999923706055,4.2829999923706055,119454
2022-01-19,4.327000141143799,4.385000228881836,4.010000228881836,4.031000137329102,4.031000137329102,116542
2022-01-20,4.014999866485596,4.0370001792907715,3.7809998989105225,3.802000045776367,3.802000045776367,104199
2022-01-21,3.8380000591278076,4.044000148773193,3.8329999446868896,3.999000072479248,3.999000072479248,70256
2022-01-24,3.9149999618530273,4.067999839782715,3.875999927520752,4.0269999504089355,4.0269999504089355,47100
2022-01-25,3.9590001106262207,4.078999996185303,3.8889999389648438,4.052999973297119,4.052999973297119,23443
2022-01-26,4.039999961853027,4.389999866485596,4.011000156402588,4.2769999504089355,4.2769999504089355,44321
2022-01-27,4.230000019073486,7.3460001945495605,4.230000019073486,6.264999866485596,6.264999866485596,193252
2022-01-28,4.3420000076293945,4.875999927520752,4.285999774932861,4.638999938964844,4.638999938964844,263418
2022-01-31,4.867000102996826,5.057000160217285,4.695000171661377,4.874000072479248,4.874000072479248,156746
2022-02-01,4.921000003814697,4.973999977111816,4.619999885559082,4.750999927520752,4.750999927520752,140785
2022-02-02,4.89300012588501,5.572000026702881,4.85699987411499,5.500999927520752,5.500999927520752,305898
2022-02-03,5.420000076293945,5.453999996185303,4.815999984741211,4.888000011444092,4.888000011444092,205841
2022-02-04,4.928999900817871,5.086999893188477,4.486999988555908,4.572000026702881,4.572000026702881,152119
2022-02-07,4.383999824523926,4.4679999351501465,4.119999885559082,4.23199987411499,4.23199987411499,192859
2022-02-08,4.276000022888184,4.38100004196167,4.172999858856201,4.248000144958496,4.248000144958496,154444
2022-02-09,4.210999965667725,4.258999824523926,3.9830000400543213,4.008999824523926,4.008999824523926,154599
2022-02-10,4.034999847412109,4.067999839782715,3.881999969482422,3.9590001106262207,3.9590001106262207,141740
2022-02-11,3.944000005722046,4.056000232696533,3.875999927520752,3.940999984741211,3.940999984741211,177373
2022-02-14,4.103000164031982,4.229000091552734,4.039999961853027,4.195000171661377,4.195000171661377,121204
2022-02-15,4.183000087738037,4.427999973297119,4.1570000648498535,4.306000232696533,4.306000232696533,141954
2022-02-16,4.39300012588501,4.739999771118164,4.369999885559082,4.7170000076293945,4.7170000076293945,155480
2022-02-17,4.642000198364258,4.793000221252441,4.4019999504089355,4.486000061035156,4.486000061035156,117789
2022-02-18,4.517000198364258,4.6539998054504395,4.370999813079834,4.431000232696533,4.431000232696533,73219
2022-02-22,4.593999862670898,4.861000061035156,4.447999954223633,4.498000144958496,4.498000144958496,42641
2022-02-23,4.504000186920166,4.703999996185303,4.452000141143799,4.623000144958496,4.623000144958496,47180
2022-02-24,4.603000164031982,4.940000057220459,4.293000221252441,4.567999839782715,4.567999839782715,184107
2022-02-25,4.572999954223633,4.716000080108643,4.416999816894531,4.46999979019165,4.46999979019165,114859
2022-02-28,4.619999885559082,4.683000087738037,4.366000175476074,4.4019999504089355,4.4019999504089355,107186
2022-03-01,4.4079999923706055,4.626999855041504,4.340000152587891,4.572999954223633,4.572999954223633,112546
2022-03-02,4.599999904632568,4.910999774932861,4.599999904632568,4.76200008392334,4.76200008392334,141694
2022-03-03,4.795000076293945,4.935999870300293,4.627999782562256,4.7220001220703125,4.7220001220703125,137151
2022-03-04,4.75,5.045000076293945,4.728000164031982,5.015999794006348,5.015999794006348,125385
2022-03-07,5.040999889373779,5.184000015258789,4.781000137329102,4.833000183105469,4.833000183105469,130864
2022-03-08,4.817999839782715,4.881999969482422,4.506999969482422,4.5269999504089355,4.5269999504089355,159168
2022-03-09,4.568999767303467,4.625,4.449999809265137,4.526000022888184,4.526000022888184,95126
2022-03-10,4.519999980926514,4.671000003814697,4.499000072479248,4.63100004196167,4.63100004196167,81807
2022-03-11,4.6570000648498535,4.796999931335449,4.622000217437744,4.724999904632568,4.724999904632568,84506
2022-03-14,4.704999923706055,4.758999824523926,4.50600004196167,4.6579999923706055,4.6579999923706055,73961
2022-03-15,4.678999900817871,4.682000160217285,4.459000110626221,4.567999839782715,4.567999839782715,86943
2022-03-16,4.625,4.776000022888184,4.593999862670898,4.748000144958496,4.748000144958496,80521
2022-03-17,4.747000217437744,5.000999927520752,4.690999984741211,4.989999771118164,4.989999771118164,93844
2022-03-18,4.929999828338623,4.956999778747559,4.810999870300293,4.86299991607666,4.86299991607666,67268
2022-03-21,4.908999919891357,4.97599983215332,4.748000144958496,4.900000095367432,4.900000095367432,75457
2022-03-22,4.947999954223633,5.203999996185303,4.876999855041504,5.186999797821045,5.186999797821045,122753
2022-03-23,5.146999835968018,5.329999923706055,5.0920000076293945,5.23199987411499,5.23199987411499,74535
2022-03-24,5.114999771118164,5.464000225067139,5.063000202178955,5.401000022888184,5.401000022888184,84230
2022-03-25,5.401000022888184,5.577000141143799,5.34499979019165,5.571000099182129,5.571000099182129,29472
2022-03-28,5.551000118255615,5.6519999504089355,5.419000148773193,5.507999897003174,5.507999897003174,33907
2022-03-29,5.453000068664551,5.491000175476074,5.255000114440918,5.335999965667725,5.335999965667725,111300
2022-03-30,5.328999996185303,5.624000072479248,5.269999980926514,5.605000019073486,5.605000019073486,117845
2022-03-31,5.574999809265137,5.831999778747559,5.453999996185303,5.642000198364258,5.642000198364258,159717
2022-04-01,5.626999855041504,5.7779998779296875,5.505000114440918,5.71999979019165,5.71999979019165,178521
2022-04-04,5.744999885559082,5.85699987411499,5.650000095367432,5.711999893188477,5.711999893188477,137180
2022-04-05,5.7820000648498535,6.201000213623047,5.770999908447266,6.0320000648498535,6.0320000648498535,158216
2022-04-06,6.078000068664551,6.394000053405762,6.0,6.0289998054504395,6.0289998054504395,166720
2022-04-07,6.116000175476074,6.440000057220459,6.0,6.359000205993652,6.359000205993652,199510
2022-04-08,6.410999774932861,6.538000106811523,6.256999969482422,6.2779998779296875,6.2779998779296875,188342
2022-04-11,6.394000053405762,6.7220001220703125,6.247000217437744,6.64300012588501,6.64300012588501,177957
